Code,Nguvan,Toan,Ngoaingu,Mon 1,Mon 2,Mon 3, TB ,Xep Loai
2000310,>=7,"[6,7)","[6,7)","[1,6)",>=7,>=7, 6.58 ,TB
2000311,>=7,>=7,>=7,"[6,7)",>=7,>=7, 7.40 ,K
2000312,>=7,>=7,"[1,6)","[6,7)","[6,7)",>=7, 6.77 ,TB
2000313,>=7,>=7,>=7,"[6,7)","[6,7)",>=7, 7.64 ,K
2000314,>=7,"[6,7)",>=7,"[1,6)",>=7,>=7, 7.48 ,TB
2000315,>=7,"[6,7)",>=7,"[6,7)",>=7,>=7, 7.34 ,K
2000316,>=7,"[1,6)","[1,6)","[1,6)","[6,7)",>=7, 4.87 ,0
2000317,>=7,"[6,7)","[1,6)","[1,6)","[6,7)",>=7, 6.33 ,TB
2000318,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 6.73 ,TB
2000319,>=7,>=7,"[6,7)","[1,6)",>=7,>=7, 7.03 ,TB
2000320,>=7,>=7,"[1,6)","[1,6)","[1,6)",>=7, 5.97 ,TB
2000321,"[6,7)",>=7,>=7,>=7,"[6,7)",>=7, 7.53 ,K
2000322,"[6,7)",>=7,"[6,7)","[1,6)","[1,6)","[1,6)", 5.41 ,TB
2000323,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 6.70 ,TB
2000324,>=7,"[1,6)","[1,6)","[1,6)",>=7,>=7, 6.33 ,TB
2000325,"[6,7)",>=7,"[1,6)","[1,6)",>=7,>=7, 6.89 ,TB
2000326,>=7,>=7,"[6,7)","[1,6)","[6,7)",>=7, 6.65 ,TB
2000327,>=7,>=7,"[6,7)","[1,6)",>=7,>=7, 7.06 ,TB
2000328,>=7,"[1,6)","[1,6)","[1,6)","[6,7)",>=7, 5.38 ,TB
2000329,>=7,"[6,7)","[1,6)","[1,6)",>=7,>=7, 6.32 ,TB
2000330,>=7,>=7,>=7,"[1,6)",>=7,>=7, 7.75 ,TB
2000331,>=7,"[6,7)","[6,7)","[1,6)",>=7,>=7, 6.78 ,TB
2000332,"[6,7)","[6,7)","[6,7)",>=7,>=7,>=7, 7.33 ,K
2000333,>=7,>=7,>=7,"[1,6)",>=7,>=7, 7.71 ,TB
2000334,>=7,"[6,7)",>=7,"[1,6)","[6,7)",>=7, 7.09 ,TB
2000335,"[6,7)",>=7,"[6,7)","[1,6)","[6,7)",>=7, 6.74 ,TB
2000336,"[6,7)",>=7,>=7,>=7,>=7,>=7, 8.24 ,TB
2000337,"[1,6)",>=7,>=7,>=7,>=7,>=7, 7.63 ,TB
2000338,>=7,>=7,>=7,"[1,6)",>=7,>=7, 7.63 ,TB
2000339,>=7,>=7,>=7,"[1,6)","[1,6)",>=7, 6.81 ,TB
2000340,>=7,>=7,>=7,"[6,7)",>=7,>=7, 7.36 ,K
2000341,>=7,>=7,"[6,7)","[1,6)",>=7,>=7, 7.43 ,TB
2000342,>=7,>=7,>=7,"[6,7)",>=7,>=7, 7.91 ,K
2000343,>=7,>=7,>=7,"[1,6)",>=7,>=7, 7.64 ,TB
2000344,>=7,>=7,>=7,"[6,7)",>=7,>=7, 7.87 ,K
2000345,>=7,>=7,>=7,"[6,7)",>=7,>=7, 7.47 ,K
2000346,"[6,7)","[6,7)","[1,6)","[1,6)",>=7,>=7, 5.76 ,TB
2000347,>=7,"[6,7)","[6,7)","[1,6)",>=7,>=7, 6.82 ,TB
2000348,"[6,7)",>=7,>=7,"[1,6)",>=7,>=7, 6.69 ,TB
2000349,"[6,7)",>=7,>=7,"[1,6)","[6,7)",>=7, 6.69 ,TB
2000350,>=7,>=7,>=7,>=7,>=7,>=7, 7.68 ,K
2000351,>=7,>=7,>=7,"[6,7)",>=7,>=7, 7.73 ,K
2000352,>=7,>=7,"[6,7)","[1,6)","[6,7)","[6,7)", 6.39 ,TB
2000353,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 7.17 ,TB
2000354,"[6,7)",>=7,"[6,7)","[1,6)","[6,7)",>=7, 6.93 ,TB
2000355,"[1,6)",>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.28 ,TB
2000356,"[1,6)","[6,7)","[1,6)","[1,6)","[6,7)",>=7, 6.33 ,TB
2000357,"[6,7)",>=7,"[6,7)","[1,6)","[6,7)",>=7, 6.28 ,TB
2000358,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.38 ,TB
2000359,"[6,7)","[6,7)","[6,7)","[1,6)","[6,7)",>=7, 6.45 ,TB
2000360,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.14 ,TB
2000361,"[6,7)",>=7,"[6,7)",>=7,>=7,>=7, 7.38 ,TB
2000362,>=7,>=7,>=7,"[6,7)",>=7,>=7, 7.43 ,K
2000363,"[6,7)",>=7,"[6,7)",>=7,"[6,7)",>=7, 6.72 ,K
2000364,"[6,7)",>=7,"[6,7)",>=7,>=7,>=7, 7.49 ,K
2000365,"[6,7)","[6,7)","[1,6)","[1,6)",>=7,>=7, 6.56 ,TB
2000366,"[1,6)","[1,6)","[1,6)","[1,6)","[6,7)","[1,6)", 4.74 ,0
2000367,>=7,>=7,>=7,>=7,>=7,>=7, 8.43 ,G
2000368,"[6,7)","[6,7)",>=7,>=7,>=7,>=7, 7.86 ,K
2000369,>=7,>=7,>=7,"[6,7)",>=7,>=7, 7.62 ,K
2000370,>=7,>=7,>=7,>=7,>=7,>=7, 7.98 ,K
2000371,"[1,6)","[6,7)","[1,6)","[1,6)",>=7,>=7, 6.40 ,TB
2000372,"[6,7)","[6,7)","[1,6)","[1,6)",>=7,>=7, 6.57 ,TB
2000373,>=7,>=7,"[6,7)","[1,6)",>=7,>=7, 6.90 ,TB
2000374,"[1,6)","[1,6)","[1,6)","[1,6)","[1,6)",>=7, 5.22 ,TB
2000375,"[6,7)","[1,6)",>=7,"[1,6)","[1,6)","[6,7)", 5.83 ,TB
2000376,>=7,>=7,>=7,"[1,6)",>=7,>=7, 7.66 ,TB
2000377,>=7,>=7,"[6,7)","[1,6)","[1,6)",>=7, 6.18 ,TB
2000378,"[1,6)","[1,6)","[1,6)","[1,6)","[1,6)",>=7, 4.95 ,0
2000379,>=7,>=7,"[6,7)","[6,7)",>=7,>=7, 7.82 ,K
2000380,>=7,>=7,>=7,>=7,"[6,7)",>=7, 7.28 ,K
2000381,"[6,7)",>=7,>=7,"[6,7)","[1,6)",>=7, 6.64 ,TB
2000382,>=7,>=7,>=7,"[6,7)",>=7,>=7, 7.81 ,K
2000383,>=7,"[6,7)",>=7,>=7,"[6,7)",>=7, 7.31 ,K
2000384,>=7,>=7,>=7,"[6,7)",>=7,>=7, 7.63 ,K
2000385,>=7,"[1,6)","[1,6)","[6,7)",>=7,>=7, 6.39 ,TB
2000386,>=7,>=7,>=7,>=7,>=7,>=7, 7.85 ,K
2000387,"[1,6)","[1,6)","[1,6)","[1,6)","[1,6)","[1,6)", 3.91 ,0
2000388,>=7,"[6,7)","[6,7)","[1,6)",>=7,>=7, 6.71 ,TB
2000389,"[6,7)",>=7,"[6,7)","[1,6)",>=7,>=7, 6.96 ,TB
2000390,"[6,7)","[1,6)","[1,6)","[1,6)","[1,6)","[1,6)", 4.87 ,0
2000391,"[6,7)",>=7,"[1,6)","[1,6)",>=7,>=7, 7.15 ,TB
2000392,"[6,7)",>=7,>=7,>=7,>=7,>=7, 8.04 ,K
2000393,>=7,>=7,"[6,7)","[1,6)","[6,7)",>=7, 6.63 ,TB
2000394,>=7,>=7,>=7,>=7,>=7,>=7, 8.23 ,G
2000395,>=7,>=7,>=7,"[1,6)",>=7,>=7, 7.58 ,TB
2000396,"[6,7)","[6,7)","[1,6)","[1,6)","[1,6)",>=7, 5.97 ,TB
2000397,>=7,>=7,>=7,"[6,7)",>=7,>=7, 7.96 ,K
2000398,"[6,7)","[6,7)","[6,7)",>=7,>=7,>=7, 7.30 ,K
2000399,>=7,>=7,>=7,>=7,"[6,7)",>=7, 7.50 ,K
2000400,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.45 ,TB
2000401,>=7,>=7,"[6,7)","[1,6)","[1,6)",>=7, 6.17 ,TB
2000402,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 7.07 ,TB
2000403,"[1,6)","[6,7)","[1,6)","[1,6)","[1,6)","[6,7)", 5.32 ,TB
2000404,"[6,7)","[1,6)","[1,6)","[1,6)","[6,7)",>=7, 5.68 ,TB
2000405,"[6,7)","[1,6)","[1,6)","[1,6)","[1,6)","[1,6)", 4.54 ,0
2000406,"[1,6)","[6,7)",>=7,"[6,7)","[6,7)",>=7, 6.53 ,TB
2000407,"[1,6)","[1,6)","[1,6)","[1,6)","[6,7)",>=7, 5.23 ,TB
2000408,"[1,6)","[6,7)","[1,6)","[1,6)","[6,7)","[6,7)", 5.45 ,TB
2000409,"[6,7)","[1,6)","[1,6)","[6,7)","[6,7)",>=7, 6.33 ,TB
2000410,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.28 ,TB
2000411,"[6,7)",>=7,"[6,7)",>=7,>=7,>=7, 7.70 ,K
2000412,>=7,>=7,>=7,>=7,>=7,>=7, 8.40 ,G
2000413,"[6,7)",>=7,"[1,6)","[1,6)",>=7,>=7, 6.48 ,TB
2000414,"[6,7)",>=7,"[6,7)","[1,6)",>=7,>=7, 6.86 ,TB
2000415,"[6,7)","[6,7)","[1,6)","[6,7)",>=7,>=7, 6.46 ,TB
2000416,"[6,7)",>=7,"[1,6)","[6,7)","[6,7)",>=7, 6.38 ,TB
2000417,>=7,>=7,>=7,"[1,6)",>=7,>=7, 7.47 ,TB
2000418,"[1,6)","[1,6)","[1,6)","[1,6)","[6,7)","[1,6)", 4.39 ,0
2000419,>=7,"[6,7)","[1,6)","[1,6)","[6,7)",>=7, 6.13 ,TB
2000420,"[1,6)","[1,6)","[1,6)","[1,6)","[1,6)","[1,6)", 4.70 ,0
2000421,>=7,>=7,"[6,7)",>=7,"[6,7)",>=7, 7.74 ,K
2000422,"[6,7)",>=7,"[6,7)","[6,7)",>=7,>=7, 7.31 ,K
2000423,"[6,7)","[6,7)",>=7,>=7,>=7,>=7, 7.48 ,TB
2000424,>=7,>=7,"[6,7)","[1,6)",>=7,>=7, 6.98 ,TB
2000425,"[1,6)","[6,7)",>=7,>=7,>=7,>=7, 7.13 ,TB
2000426,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 6.42 ,TB
2000427,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.91 ,TB
2000428,"[6,7)",>=7,"[6,7)","[1,6)","[6,7)",>=7, 6.48 ,TB
2000429,"[6,7)",>=7,>=7,"[1,6)","[1,6)",>=7, 6.75 ,TB
2000430,>=7,>=7,>=7,"[6,7)",>=7,>=7, 7.84 ,K
2000431,>=7,>=7,>=7,>=7,>=7,>=7, 8.03 ,G
2000432,>=7,>=7,>=7,"[1,6)",>=7,>=7, 7.25 ,TB
2000433,>=7,>=7,>=7,"[1,6)","[1,6)",>=7, 6.73 ,TB
2000434,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.39 ,TB
2000435,>=7,>=7,>=7,"[1,6)",>=7,>=7, 7.64 ,TB
2000436,>=7,>=7,>=7,"[6,7)",>=7,>=7, 7.98 ,K
2000437,>=7,>=7,>=7,"[1,6)",>=7,>=7, 7.72 ,TB
2000438,>=7,>=7,>=7,"[6,7)",>=7,>=7, 8.24 ,K
2000439,>=7,>=7,"[6,7)","[1,6)",>=7,>=7, 7.26 ,TB
2000440,>=7,>=7,"[1,6)","[1,6)","[1,6)","[6,7)", 5.93 ,TB
2000441,>=7,>=7,>=7,"[6,7)",>=7,>=7, 7.69 ,K
2000442,"[6,7)","[1,6)","[1,6)","[1,6)","[6,7)","[6,7)", 4.92 ,0
2000443,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 6.89 ,TB
2000444,>=7,>=7,>=7,"[6,7)",>=7,>=7, 7.72 ,K
2000445,>=7,"[6,7)",>=7,"[1,6)",>=7,>=7, 7.45 ,TB
2000446,>=7,"[6,7)","[6,7)","[1,6)","[6,7)",>=7, 6.42 ,TB
2000447,>=7,>=7,>=7,"[1,6)","[6,7)",>=7, 6.93 ,TB
2000448,"[6,7)","[6,7)","[1,6)","[6,7)","[6,7)",>=7, 6.46 ,TB
2000449,"[1,6)",>=7,"[1,6)","[1,6)",>=7,>=7, 5.92 ,TB
2000450,>=7,"[6,7)",>=7,"[1,6)","[1,6)",>=7, 6.76 ,TB
2000451,"[6,7)","[1,6)","[6,7)","[1,6)","[6,7)",>=7, 6.32 ,TB
2000452,"[1,6)",>=7,"[1,6)","[1,6)",>=7,>=7, 5.66 ,TB
2000453,>=7,>=7,>=7,>=7,>=7,>=7, 8.13 ,G
2000454,>=7,>=7,>=7,"[1,6)",>=7,>=7, 7.27 ,TB
2000455,>=7,"[6,7)","[1,6)","[1,6)","[1,6)",>=7, 5.89 ,TB
2000456,"[1,6)","[1,6)","[1,6)","[1,6)","[1,6)",>=7, 5.16 ,TB
2000457,>=7,"[6,7)","[1,6)","[6,7)",>=7,>=7, 7.26 ,TB
2000458,"[6,7)","[1,6)","[1,6)","[1,6)","[6,7)",>=7, 5.65 ,TB
2000459,"[6,7)",>=7,>=7,"[1,6)",>=7,>=7, 7.01 ,TB
2000460,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.17 ,TB
2000461,"[1,6)",>=7,"[1,6)","[1,6)","[6,7)","[6,7)", 5.98 ,TB
2000462,>=7,"[1,6)","[1,6)","[1,6)","[1,6)","[6,7)", 4.98 ,0
2000463,"[1,6)","[6,7)","[1,6)","[1,6)",>=7,>=7, 6.43 ,TB
2000464,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 5.84 ,TB
2000465,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.20 ,TB
2000466,"[6,7)",>=7,"[1,6)","[1,6)","[1,6)",>=7, 6.07 ,TB
2000467,>=7,>=7,>=7,>=7,>=7,>=7, 7.85 ,K
2000468,>=7,"[6,7)","[1,6)","[1,6)",>=7,>=7, 6.08 ,TB
2000469,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.78 ,TB
2000470,"[1,6)","[6,7)",>=7,"[1,6)",>=7,>=7, 6.73 ,TB
2000471,"[1,6)","[1,6)",>=7,"[1,6)",>=7,>=7, 6.54 ,TB
2000472,>=7,>=7,>=7,"[6,7)",>=7,>=7, 7.96 ,K
2000473,>=7,"[1,6)","[1,6)","[1,6)",>=7,"[6,7)", 5.84 ,TB
2000474,"[1,6)","[1,6)","[1,6)","[1,6)","[1,6)","[6,7)", 5.04 ,TB
2000475,"[1,6)","[6,7)",>=7,"[1,6)","[1,6)",>=7, 5.97 ,TB
2000476,>=7,"[6,7)","[1,6)","[1,6)",>=7,>=7, 6.36 ,TB
2000477,>=7,"[6,7)","[6,7)","[1,6)","[6,7)",>=7, 6.76 ,TB
2000478,>=7,"[6,7)","[1,6)","[1,6)","[6,7)",>=7, 6.48 ,TB
2000479,>=7,"[6,7)","[1,6)","[1,6)","[1,6)",>=7, 5.83 ,TB
2000480,>=7,"[1,6)",>=7,"[1,6)",>=7,>=7, 6.70 ,TB
2000481,"[6,7)","[6,7)","[1,6)","[1,6)","[6,7)",>=7, 6.39 ,TB
2000482,"[6,7)","[1,6)","[1,6)","[1,6)",>=7,"[6,7)", 5.28 ,TB
2000483,"[6,7)","[1,6)","[1,6)","[1,6)","[1,6)",>=7, 5.42 ,TB
2000484,"[6,7)","[6,7)","[1,6)","[6,7)",>=7,>=7, 6.76 ,TB
2000485,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.42 ,TB
2000486,"[6,7)",>=7,"[1,6)","[1,6)","[1,6)",>=7, 5.98 ,TB
2000487,"[6,7)",>=7,"[1,6)","[1,6)",>=7,>=7, 5.92 ,TB
2000488,"[6,7)","[6,7)","[6,7)","[1,6)",>=7,>=7, 6.58 ,TB
2000489,>=7,>=7,"[1,6)",>=7,>=7,>=7, 7.83 ,TB
2000490,>=7,>=7,"[1,6)","[1,6)","[1,6)",>=7, 6.30 ,TB
2000491,"[6,7)","[1,6)","[1,6)","[1,6)","[6,7)","[6,7)", 5.12 ,TB
2000492,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 6.98 ,TB
2000493,>=7,>=7,>=7,"[1,6)","[6,7)",>=7, 6.83 ,TB
2000494,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.27 ,TB
2000495,"[1,6)","[6,7)","[1,6)","[1,6)","[1,6)","[6,7)", 5.13 ,TB
2000496,"[6,7)","[6,7)",>=7,"[1,6)","[6,7)",>=7, 6.33 ,TB
2000497,>=7,"[1,6)","[1,6)",>=7,>=7,>=7, 6.66 ,TB
2000498,>=7,"[1,6)","[1,6)","[1,6)","[1,6)",>=7, 5.73 ,TB
2000499,"[1,6)","[6,7)","[1,6)","[1,6)","[6,7)",>=7, 5.31 ,TB
2000500,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)",>=7, 5.76 ,TB
2000501,"[1,6)",>=7,"[1,6)","[1,6)",>=7,>=7, 6.21 ,TB
2000502,"[6,7)","[6,7)","[1,6)","[1,6)","[1,6)","[6,7)", 5.63 ,TB
2000503,"[6,7)",>=7,"[1,6)","[1,6)",>=7,>=7, 6.45 ,TB
2000504,>=7,>=7,>=7,>=7,>=7,>=7, 7.90 ,K
2000505,"[1,6)","[6,7)","[1,6)","[1,6)","[1,6)","[6,7)", 5.28 ,TB
2000506,"[1,6)","[6,7)","[1,6)","[1,6)","[6,7)",>=7, 5.20 ,TB
2000507,"[6,7)","[1,6)","[1,6)","[1,6)",>=7,>=7, 5.63 ,TB
2000508,"[6,7)","[6,7)","[1,6)","[1,6)","[1,6)","[6,7)", 5.83 ,TB
2000509,"[1,6)",>=7,"[1,6)","[1,6)","[6,7)",>=7, 5.93 ,TB
2000510,"[6,7)","[6,7)","[1,6)","[1,6)","[6,7)","[6,7)", 5.84 ,TB
2000511,"[6,7)","[6,7)","[1,6)","[1,6)",>=7,>=7, 6.66 ,TB
2000512,>=7,>=7,"[6,7)","[6,7)",>=7,>=7, 7.23 ,K
2000513,>=7,"[1,6)","[1,6)","[1,6)","[6,7)","[6,7)", 6.13 ,TB
2000514,>=7,>=7,"[1,6)","[1,6)","[1,6)",>=7, 6.23 ,TB
2000515,"[6,7)","[6,7)","[1,6)","[1,6)","[1,6)",>=7, 5.84 ,TB
2000516,"[6,7)","[6,7)","[1,6)","[1,6)","[6,7)",>=7, 5.99 ,TB
2000517,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.19 ,TB
2000518,>=7,>=7,"[1,6)","[6,7)",>=7,>=7, 6.60 ,TB
2000519,"[6,7)","[6,7)","[1,6)","[1,6)","[6,7)",>=7, 6.05 ,TB
2000520,>=7,"[6,7)","[1,6)","[1,6)","[1,6)",>=7, 6.06 ,TB
2000521,"[6,7)",>=7,"[6,7)","[1,6)","[6,7)",>=7, 6.64 ,TB
2000522,>=7,>=7,>=7,"[1,6)",>=7,>=7, 7.44 ,TB
2000523,"[1,6)",>=7,"[6,7)","[6,7)",>=7,>=7, 6.53 ,TB
2000524,"[6,7)","[1,6)","[1,6)","[1,6)","[6,7)",>=7, 5.44 ,TB
2000525,"[6,7)",>=7,>=7,"[1,6)",>=7,>=7, 7.45 ,TB
2000526,"[1,6)",>=7,>=7,>=7,>=7,>=7, 7.95 ,TB
2000527,>=7,>=7,"[1,6)",>=7,>=7,"[6,7)", 6.88 ,TB
2000528,"[6,7)",>=7,>=7,"[6,7)",>=7,>=7, 7.69 ,TB
2000529,>=7,"[1,6)",>=7,"[1,6)","[6,7)",>=7, 6.34 ,TB
2000530,"[1,6)","[6,7)","[1,6)","[1,6)","[6,7)",>=7, 5.72 ,TB
2000531,"[1,6)",>=7,"[1,6)","[1,6)",>=7,>=7, 6.14 ,TB
2000532,"[1,6)",>=7,"[1,6)","[1,6)","[1,6)",>=7, 6.29 ,TB
2000533,"[6,7)",>=7,"[1,6)","[1,6)",>=7,>=7, 6.96 ,TB
2000534,"[6,7)","[1,6)","[1,6)","[1,6)","[1,6)","[6,7)", 5.53 ,TB
2000535,"[1,6)","[1,6)","[1,6)","[1,6)","[1,6)",>=7, 5.07 ,TB
2000536,>=7,"[6,7)",>=7,"[1,6)","[6,7)",>=7, 6.83 ,TB
2000537,"[1,6)","[1,6)","[1,6)","[1,6)",>=7,"[6,7)", 5.30 ,TB
2000538,"[6,7)","[6,7)","[1,6)","[1,6)","[1,6)",>=7, 5.81 ,TB
2000539,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)",>=7, 5.93 ,TB
2000540,>=7,"[1,6)","[1,6)","[1,6)","[6,7)",>=7, 6.17 ,TB
2000541,>=7,>=7,"[6,7)","[1,6)",>=7,>=7, 6.97 ,TB
2000542,>=7,"[6,7)","[1,6)","[1,6)","[1,6)",>=7, 5.98 ,TB
2000543,"[6,7)",>=7,"[1,6)","[1,6)",>=7,>=7, 6.29 ,TB
2000544,>=7,>=7,"[1,6)","[1,6)","[1,6)","[6,7)", 5.66 ,TB
2000545,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.43 ,TB
2000546,"[6,7)",>=7,"[1,6)","[6,7)",>=7,>=7, 7.04 ,TB
2000547,"[6,7)","[6,7)","[1,6)","[1,6)","[1,6)",>=7, 6.06 ,TB
2000548,>=7,>=7,>=7,"[1,6)",>=7,>=7, 7.44 ,TB
2000549,"[6,7)","[1,6)","[1,6)","[1,6)","[6,7)","[6,7)", 5.33 ,TB
2000550,>=7,>=7,>=7,>=7,>=7,>=7, 8.29 ,G
2000551,>=7,>=7,>=7,"[1,6)",>=7,>=7, 6.98 ,TB
2000552,>=7,>=7,"[1,6)","[6,7)",>=7,>=7, 7.14 ,TB
2000553,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.63 ,TB
2000554,"[6,7)","[1,6)","[6,7)","[1,6)","[6,7)",>=7, 6.22 ,TB
2000555,"[1,6)","[6,7)","[1,6)","[1,6)","[1,6)","[6,7)", 5.01 ,TB
2000556,"[1,6)","[6,7)","[1,6)","[1,6)",>=7,>=7, 6.32 ,TB
2000557,"[6,7)","[1,6)","[6,7)",>=7,"[1,6)",>=7, 6.06 ,TB
2000558,"[1,6)","[1,6)","[1,6)","[1,6)","[1,6)","[6,7)", 4.13 ,0
2000559,"[6,7)","[6,7)","[6,7)","[1,6)","[6,7)",>=7, 6.43 ,TB
2000560,>=7,"[6,7)",>=7,"[1,6)","[6,7)",>=7, 6.99 ,TB
2000561,"[1,6)",>=7,"[1,6)","[1,6)","[1,6)","[6,7)", 4.87 ,0
2000562,>=7,"[6,7)","[1,6)","[1,6)","[6,7)",>=7, 6.03 ,TB
2000563,>=7,"[6,7)","[1,6)","[6,7)",>=7,>=7, 7.19 ,TB
2000564,>=7,"[6,7)","[1,6)","[1,6)","[6,7)",>=7, 6.27 ,TB
2000565,>=7,>=7,"[6,7)","[1,6)","[6,7)","[6,7)", 6.38 ,TB
2000566,"[6,7)",>=7,"[6,7)","[1,6)","[1,6)",>=7, 6.69 ,TB
2000567,"[6,7)","[6,7)","[1,6)","[1,6)","[6,7)",>=7, 6.14 ,TB
2000568,"[1,6)","[1,6)",>=7,"[1,6)",>=7,>=7, 6.76 ,TB
2000569,>=7,>=7,>=7,"[1,6)",>=7,>=7, 7.29 ,TB
2000570,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.62 ,TB
2000571,>=7,"[1,6)","[1,6)","[1,6)","[6,7)","[6,7)", 5.22 ,TB
2000572,>=7,"[6,7)","[1,6)","[1,6)",>=7,>=7, 6.33 ,TB
2000573,"[1,6)","[1,6)","[1,6)","[1,6)","[6,7)",>=7, 5.78 ,TB
2000574,>=7,"[6,7)",>=7,"[1,6)",>=7,>=7, 7.04 ,TB
2000575,>=7,>=7,>=7,"[1,6)",>=7,>=7, 7.63 ,TB
2000576,"[6,7)","[1,6)","[1,6)","[1,6)",>=7,>=7, 5.93 ,TB
2000577,"[6,7)","[1,6)","[1,6)","[1,6)","[6,7)",>=7, 5.41 ,TB
2000578,"[6,7)","[1,6)","[1,6)","[1,6)","[1,6)","[6,7)", 4.68 ,0
2000579,"[1,6)",>=7,>=7,"[1,6)",>=7,>=7, 6.84 ,TB
2000580,"[1,6)","[6,7)","[1,6)","[6,7)","[1,6)","[6,7)", 5.68 ,TB
2000581,"[6,7)",>=7,>=7,"[1,6)",>=7,>=7, 7.69 ,TB
2000582,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.36 ,TB
2000583,"[6,7)",>=7,>=7,"[6,7)","[6,7)",>=7, 7.02 ,TB
2000584,>=7,"[6,7)","[1,6)","[1,6)","[6,7)",>=7, 6.50 ,TB
2000585,"[6,7)",>=7,>=7,"[1,6)",>=7,>=7, 7.09 ,TB
2000586,"[6,7)","[1,6)","[1,6)","[1,6)",>=7,"[6,7)", 5.63 ,TB
2000587,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.23 ,TB
2000588,"[1,6)",>=7,"[1,6)","[1,6)",>=7,"[1,6)", 5.77 ,TB
2000589,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.08 ,TB
2000590,"[6,7)","[6,7)","[1,6)","[1,6)","[1,6)",>=7, 5.83 ,TB
2000591,"[6,7)","[1,6)","[1,6)","[1,6)","[1,6)","[1,6)", 3.70 ,0
2000592,"[6,7)","[1,6)","[1,6)","[1,6)","[1,6)","[1,6)", 4.66 ,0
2000593,>=7,>=7,>=7,"[1,6)",>=7,>=7, 7.24 ,TB
2000594,"[6,7)","[6,7)","[1,6)","[1,6)","[1,6)",>=7, 6.26 ,TB
2000595,>=7,"[1,6)","[1,6)","[1,6)","[6,7)",>=7, 6.40 ,TB
2000596,"[1,6)","[1,6)","[1,6)","[1,6)","[6,7)","[6,7)", 5.39 ,TB
2000597,>=7,>=7,"[1,6)","[1,6)","[1,6)",>=7, 6.31 ,TB
2000598,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 6.96 ,TB
2000599,>=7,"[6,7)","[1,6)","[1,6)","[6,7)",>=7, 6.33 ,TB
2000600,>=7,"[1,6)","[1,6)","[1,6)","[6,7)",>=7, 5.86 ,TB
2000601,>=7,"[1,6)","[1,6)","[1,6)","[1,6)",>=7, 5.81 ,TB
2000602,"[6,7)","[6,7)","[1,6)","[1,6)","[1,6)",>=7, 6.03 ,TB
2000603,"[6,7)","[6,7)","[1,6)","[1,6)","[6,7)",>=7, 5.63 ,TB
2000604,"[6,7)","[6,7)","[1,6)","[1,6)",>=7,>=7, 6.20 ,TB
2000605,"[1,6)","[1,6)","[1,6)","[1,6)","[6,7)",>=7, 5.03 ,TB
2000606,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 6.46 ,TB
2000607,>=7,"[6,7)","[1,6)","[1,6)","[1,6)",>=7, 6.08 ,TB
2000608,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.32 ,TB
2000609,>=7,"[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 4.84 ,0
2000610,>=7,"[1,6)","[1,6)","[1,6)","[1,6)",>=7, 5.68 ,TB
2000611,>=7,"[6,7)","[1,6)","[1,6)","[1,6)",>=7, 6.25 ,TB
2000612,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)",>=7, 5.36 ,TB
2000613,>=7,>=7,>=7,"[1,6)","[6,7)",>=7, 7.47 ,TB
2000614,"[1,6)",>=7,"[1,6)","[1,6)","[1,6)","[6,7)", 5.28 ,TB
2000615,>=7,"[6,7)","[6,7)","[1,6)",>=7,>=7, 6.78 ,TB
