Code,Nguvan,Toan,Ngoaingu,Mon 1,Mon 2,Mon 3, TB ,Xep Loai
2042495,>=7,>=7,>=7,>=7,>=7,"[6,7)", 7.51 ,K
2042496,"[6,7)",>=7,"[6,7)",>=7,>=7,>=7, 7.62 ,TB
2042497,>=7,>=7,>=7,>=7,>=7,>=7, 7.72 ,K
2042498,"[6,7)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.08 ,TB
2042499,"[6,7)",>=7,>=7,>=7,"[6,7)","[1,6)", 7.37 ,TB
2042500,"[6,7)",>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 6.08 ,TB
2042501,>=7,>=7,"[1,6)",>=7,>=7,"[1,6)", 7.13 ,TB
2042502,>=7,>=7,>=7,>=7,>=7,"[6,7)", 8.17 ,K
2042503,"[6,7)",>=7,>=7,>=7,"[1,6)","[6,7)", 6.88 ,TB
2042504,"[6,7)",>=7,"[1,6)","[1,6)",>=7,>=7, 6.53 ,TB
2042505,>=7,>=7,"[1,6)",>=7,>=7,"[6,7)", 7.50 ,TB
2042506,>=7,>=7,"[1,6)",>=7,>=7,"[1,6)", 7.28 ,TB
2042507,"[6,7)",>=7,>=7,>=7,>=7,"[6,7)", 8.04 ,K
2042508,"[6,7)",>=7,"[6,7)",>=7,>=7,>=7, 7.56 ,K
2042509,>=7,>=7,>=7,>=7,"[6,7)","[1,6)", 7.28 ,TB
2042510,>=7,>=7,"[6,7)",>=7,>=7,"[6,7)", 7.68 ,K
2042511,>=7,>=7,>=7,>=7,"[6,7)","[6,7)", 7.30 ,K
2042512,>=7,>=7,"[1,6)",>=7,"[1,6)","[1,6)", 6.33 ,TB
2042513,>=7,>=7,"[1,6)","[6,7)",>=7,>=7, 7.62 ,TB
2042514,>=7,>=7,>=7,>=7,>=7,>=7, 7.61 ,K
2042515,>=7,>=7,"[6,7)",>=7,>=7,"[6,7)", 7.53 ,K
2042516,"[1,6)","[6,7)","[6,7)","[1,6)","[1,6)","[1,6)", 5.70 ,TB
2042517,>=7,"[6,7)","[1,6)",>=7,"[1,6)","[1,6)", 6.24 ,TB
2042518,>=7,>=7,"[1,6)",>=7,>=7,"[6,7)", 7.23 ,TB
2042519,>=7,>=7,"[6,7)","[1,6)",>=7,>=7, 7.38 ,TB
2042520,"[1,6)","[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 4.57 ,0
2042521,>=7,>=7,>=7,"[1,6)",>=7,"[1,6)", 6.73 ,TB
2042522,>=7,>=7,"[1,6)","[6,7)",>=7,"[6,7)", 7.00 ,TB
2042523,>=7,>=7,"[6,7)","[6,7)",>=7,>=7, 7.62 ,K
2042524,"[6,7)",>=7,"[1,6)","[1,6)",>=7,>=7, 6.78 ,TB
2042525,"[1,6)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.36 ,TB
2042526,>=7,>=7,>=7,>=7,"[6,7)","[6,7)", 7.68 ,K
2042527,>=7,>=7,>=7,"[6,7)",>=7,>=7, 8.29 ,K
2042528,>=7,>=7,>=7,>=7,>=7,>=7, 8.33 ,G
2042529,"[6,7)",>=7,>=7,>=7,"[6,7)","[6,7)", 7.55 ,TB
2042530,"[6,7)",>=7,"[1,6)",>=7,"[1,6)","[1,6)", 6.10 ,TB
2042531,"[1,6)","[6,7)","[1,6)","[6,7)","[6,7)","[1,6)", 5.29 ,TB
2042532,"[6,7)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.97 ,TB
2042533,>=7,>=7,"[1,6)",>=7,>=7,"[1,6)", 7.01 ,TB
2042534,>=7,>=7,"[6,7)",>=7,>=7,"[1,6)", 7.38 ,TB
2042535,>=7,>=7,"[1,6)","[1,6)",>=7,"[6,7)", 6.62 ,TB
2042536,>=7,>=7,>=7,>=7,"[6,7)","[6,7)", 7.51 ,K
2042537,>=7,>=7,>=7,"[1,6)",>=7,"[6,7)", 7.56 ,TB
2042538,"[6,7)",>=7,"[1,6)","[6,7)",>=7,"[6,7)", 6.85 ,TB
2042539,>=7,>=7,"[1,6)","[6,7)",>=7,>=7, 7.42 ,TB
2042540,>=7,>=7,"[1,6)","[6,7)",>=7,>=7, 7.60 ,TB
2042541,"[6,7)",>=7,"[6,7)",>=7,"[1,6)",>=7, 6.83 ,TB
2042542,"[6,7)",>=7,>=7,>=7,"[1,6)","[1,6)", 6.88 ,TB
2042543,>=7,>=7,"[1,6)","[6,7)","[1,6)","[6,7)", 6.18 ,TB
2042544,>=7,>=7,>=7,>=7,"[6,7)","[1,6)", 7.57 ,TB
2042545,>=7,>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 6.08 ,TB
2042546,>=7,>=7,>=7,>=7,>=7,"[6,7)", 7.81 ,K
2042547,"[6,7)",>=7,"[6,7)","[1,6)",>=7,>=7, 7.48 ,TB
2042548,>=7,>=7,>=7,"[1,6)","[1,6)","[1,6)", 6.63 ,TB
2042549,>=7,>=7,>=7,"[6,7)","[6,7)","[1,6)", 7.01 ,TB
2042550,"[6,7)","[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 4.83 ,0
2042551,"[6,7)",>=7,"[1,6)",>=7,>=7,>=7, 7.15 ,TB
2042552,"[6,7)",>=7,"[1,6)",>=7,>=7,"[6,7)", 7.33 ,TB
2042553,>=7,>=7,"[1,6)","[6,7)","[6,7)","[6,7)", 6.57 ,TB
2042554,>=7,>=7,>=7,"[6,7)",>=7,>=7, 7.93 ,K
2042555,"[1,6)",>=7,"[6,7)",>=7,>=7,>=7, 7.91 ,TB
2042556,>=7,>=7,>=7,>=7,"[6,7)","[1,6)", 7.26 ,TB
2042557,"[6,7)",>=7,"[6,7)",>=7,"[1,6)","[6,7)", 6.87 ,TB
2042558,>=7,>=7,"[6,7)","[1,6)",>=7,>=7, 7.07 ,TB
2042559,>=7,>=7,>=7,>=7,>=7,>=7, 8.10 ,G
2042560,"[6,7)",>=7,>=7,"[6,7)",>=7,>=7, 7.93 ,K
2042561,"[1,6)",>=7,"[1,6)","[1,6)",>=7,>=7, 6.79 ,TB
2042562,>=7,>=7,"[1,6)","[6,7)",>=7,>=7, 8.18 ,TB
2042563,>=7,>=7,"[6,7)",>=7,>=7,"[1,6)", 7.07 ,TB
2042564,"[6,7)",>=7,"[1,6)",>=7,>=7,"[1,6)", 7.35 ,TB
2042565,>=7,>=7,"[1,6)",>=7,"[6,7)","[1,6)", 6.43 ,TB
2042566,"[6,7)",>=7,>=7,>=7,>=7,"[1,6)", 7.59 ,TB
2042567,"[1,6)",>=7,>=7,>=7,"[6,7)",>=7, 7.08 ,TB
2042568,"[6,7)",>=7,>=7,>=7,"[1,6)","[1,6)", 6.92 ,TB
2042569,>=7,>=7,>=7,>=7,>=7,>=7, 8.54 ,G
2042570,>=7,>=7,>=7,>=7,>=7,"[6,7)", 7.81 ,K
2042571,>=7,>=7,"[6,7)",>=7,>=7,"[1,6)", 6.91 ,TB
2042572,>=7,>=7,"[1,6)","[1,6)","[6,7)","[1,6)", 6.32 ,TB
2042573,>=7,>=7,"[1,6)",>=7,>=7,>=7, 7.87 ,TB
2042574,"[6,7)",>=7,>=7,"[6,7)",>=7,"[6,7)", 7.03 ,K
2042575,"[6,7)",>=7,"[1,6)",>=7,>=7,>=7, 6.54 ,TB
2042576,"[6,7)",>=7,"[1,6)","[6,7)",>=7,"[1,6)", 6.42 ,TB
2042577,"[6,7)",>=7,"[1,6)",>=7,>=7,"[1,6)", 7.17 ,TB
2042578,>=7,>=7,"[6,7)",>=7,>=7,"[1,6)", 6.89 ,TB
2042579,"[1,6)",>=7,"[1,6)","[6,7)","[6,7)","[6,7)", 6.04 ,TB
2042580,"[6,7)",>=7,"[6,7)","[6,7)",>=7,"[6,7)", 6.94 ,K
2042581,"[6,7)",>=7,>=7,>=7,"[6,7)","[6,7)", 7.49 ,K
2042582,"[1,6)",>=7,"[6,7)",>=7,"[1,6)","[1,6)", 6.18 ,TB
2042583,>=7,>=7,>=7,>=7,"[6,7)","[1,6)", 7.33 ,TB
2042584,>=7,>=7,"[1,6)",>=7,>=7,"[6,7)", 7.77 ,TB
2042585,"[1,6)",>=7,"[1,6)","[6,7)","[1,6)","[6,7)", 6.17 ,TB
2042586,>=7,>=7,>=7,>=7,"[6,7)",>=7, 7.70 ,K
2042587,>=7,>=7,>=7,>=7,>=7,"[1,6)", 7.99 ,TB
2042588,"[6,7)","[6,7)","[1,6)","[6,7)","[6,7)","[1,6)", 5.83 ,TB
2042589,>=7,>=7,>=7,>=7,>=7,"[6,7)", 7.99 ,K
2042590,>=7,>=7,"[6,7)","[6,7)","[1,6)","[1,6)", 6.46 ,TB
2042591,"[6,7)",>=7,"[1,6)","[6,7)","[6,7)","[6,7)", 6.23 ,TB
2042592,>=7,>=7,"[6,7)","[6,7)",>=7,"[6,7)", 7.33 ,K
2042593,>=7,>=7,"[1,6)",>=7,>=7,"[6,7)", 7.18 ,TB
2042594,>=7,>=7,>=7,>=7,>=7,"[6,7)", 7.69 ,K
2042595,>=7,>=7,"[6,7)","[1,6)","[1,6)","[1,6)", 5.53 ,TB
2042596,>=7,"[1,6)","[1,6)","[6,7)","[1,6)","[1,6)", 5.61 ,TB
2042597,>=7,>=7,>=7,>=7,"[1,6)","[6,7)", 6.98 ,TB
2042598,"[6,7)",>=7,>=7,>=7,"[1,6)","[1,6)", 6.47 ,TB
2042599,>=7,>=7,"[6,7)",>=7,"[1,6)","[1,6)", 6.59 ,TB
2042600,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 7.15 ,TB
2042601,"[6,7)",>=7,>=7,>=7,"[1,6)","[6,7)", 6.99 ,TB
2042602,>=7,>=7,>=7,"[1,6)","[1,6)","[1,6)", 6.54 ,TB
2042603,>=7,>=7,>=7,"[1,6)","[1,6)","[1,6)", 6.40 ,TB
2042604,"[6,7)",>=7,>=7,"[6,7)",>=7,"[6,7)", 7.32 ,K
2042605,"[1,6)",>=7,>=7,>=7,>=7,>=7, 7.63 ,TB
2042606,"[6,7)",>=7,"[1,6)",>=7,"[1,6)","[1,6)", 6.33 ,TB
2042607,"[6,7)",>=7,"[1,6)",>=7,"[6,7)",>=7, 6.94 ,TB
2042608,"[6,7)",>=7,>=7,>=7,>=7,>=7, 7.76 ,TB
2042609,>=7,>=7,"[1,6)",>=7,>=7,>=7, 7.77 ,TB
2042610,>=7,>=7,>=7,>=7,>=7,"[6,7)", 7.97 ,K
2042611,"[6,7)",>=7,"[1,6)","[6,7)",>=7,"[1,6)", 6.55 ,TB
2042612,>=7,>=7,"[6,7)",>=7,"[1,6)","[6,7)", 6.83 ,TB
2042613,>=7,>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 6.48 ,TB
2042614,>=7,>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 5.41 ,TB
2042615,"[1,6)",>=7,"[1,6)","[1,6)",>=7,"[6,7)", 6.16 ,TB
2042616,"[6,7)",>=7,>=7,>=7,"[6,7)",>=7, 7.79 ,K
2042617,>=7,>=7,"[6,7)",>=7,"[6,7)","[1,6)", 7.22 ,TB
2042618,>=7,>=7,>=7,>=7,>=7,>=7, 7.90 ,K
2042619,>=7,>=7,>=7,"[1,6)","[1,6)","[1,6)", 6.32 ,TB
2042620,"[1,6)",>=7,>=7,>=7,"[1,6)","[6,7)", 6.88 ,TB
2042621,>=7,>=7,"[1,6)",>=7,>=7,"[1,6)", 6.07 ,TB
2042622,"[6,7)",>=7,"[6,7)",>=7,"[6,7)","[1,6)", 6.99 ,TB
2042623,"[6,7)","[6,7)",>=7,"[1,6)","[6,7)","[1,6)", 6.26 ,TB
2042624,"[6,7)",>=7,"[6,7)",>=7,>=7,"[6,7)", 7.68 ,TB
2042625,"[6,7)",>=7,>=7,>=7,"[6,7)","[6,7)", 7.44 ,K
2042626,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)","[1,6)", 5.80 ,TB
2042627,>=7,>=7,>=7,>=7,"[1,6)","[1,6)", 6.55 ,TB
2042628,"[6,7)",>=7,"[6,7)",>=7,>=7,"[1,6)", 6.78 ,TB
2042629,>=7,>=7,>=7,>=7,"[1,6)","[1,6)", 6.98 ,TB
2042630,"[6,7)",>=7,"[1,6)",>=7,>=7,"[6,7)", 7.35 ,TB
2042631,"[6,7)",>=7,>=7,>=7,"[1,6)","[1,6)", 6.80 ,TB
2042632,>=7,>=7,"[6,7)",>=7,"[1,6)","[1,6)", 6.66 ,TB
2042633,>=7,>=7,>=7,>=7,>=7,>=7, 8.21 ,G
2042634,"[6,7)",>=7,>=7,>=7,>=7,"[6,7)", 7.42 ,K
2042635,>=7,>=7,"[1,6)",>=7,>=7,>=7, 7.79 ,TB
2042636,>=7,>=7,>=7,"[6,7)","[1,6)","[1,6)", 6.56 ,TB
2042637,>=7,>=7,"[1,6)",>=7,"[6,7)","[6,7)", 7.09 ,TB
2042638,"[6,7)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.49 ,TB
2042639,>=7,"[1,6)","[1,6)","[1,6)","[6,7)","[1,6)", 5.93 ,TB
2042640,>=7,>=7,"[1,6)","[6,7)","[6,7)","[6,7)", 6.75 ,TB
2042641,"[1,6)",>=7,"[6,7)",>=7,>=7,"[6,7)", 7.57 ,TB
2042642,>=7,>=7,>=7,>=7,>=7,"[6,7)", 7.98 ,K
2042643,>=7,>=7,>=7,"[6,7)",>=7,"[1,6)", 7.47 ,TB
2042644,>=7,"[6,7)","[1,6)","[6,7)","[6,7)","[1,6)", 6.34 ,TB
2042645,>=7,>=7,"[1,6)","[6,7)","[1,6)","[6,7)", 6.47 ,TB
2042646,>=7,>=7,"[6,7)",>=7,"[6,7)","[1,6)", 6.70 ,TB
2042647,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)","[1,6)", 5.35 ,TB
2042648,>=7,>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 5.93 ,TB
2042649,"[6,7)",>=7,>=7,>=7,"[1,6)","[1,6)", 6.47 ,TB
2042650,"[6,7)",>=7,"[6,7)",>=7,>=7,"[6,7)", 7.44 ,K
2042651,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 7.14 ,TB
2042652,>=7,>=7,>=7,>=7,>=7,>=7, 8.23 ,G
2042653,"[6,7)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.08 ,TB
2042654,>=7,>=7,"[6,7)",>=7,>=7,>=7, 8.18 ,K
2042655,>=7,>=7,"[6,7)",>=7,"[6,7)",>=7, 7.30 ,K
2042656,>=7,>=7,>=7,>=7,"[6,7)",>=7, 7.92 ,K
2042657,>=7,>=7,>=7,"[6,7)","[6,7)","[1,6)", 6.77 ,TB
2042658,>=7,>=7,"[6,7)","[6,7)",>=7,"[1,6)", 6.78 ,TB
2042659,>=7,>=7,"[1,6)","[6,7)","[1,6)","[1,6)", 5.80 ,TB
2042660,>=7,>=7,"[6,7)","[6,7)",>=7,"[1,6)", 6.68 ,TB
2042661,"[6,7)",>=7,"[1,6)","[1,6)",>=7,>=7, 6.83 ,TB
2042662,"[1,6)",>=7,"[1,6)",>=7,"[6,7)","[1,6)", 6.24 ,TB
2042663,"[1,6)",>=7,>=7,>=7,>=7,>=7, 7.52 ,TB
2042664,"[6,7)",>=7,"[1,6)",>=7,>=7,"[1,6)", 7.38 ,TB
2042665,"[6,7)",>=7,"[1,6)",>=7,>=7,>=7, 7.63 ,TB
2042666,"[6,7)","[6,7)","[1,6)","[1,6)","[6,7)","[1,6)", 5.54 ,TB
2042667,"[1,6)",>=7,>=7,>=7,>=7,>=7, 7.46 ,TB
2042668,"[6,7)",>=7,"[6,7)","[1,6)",>=7,>=7, 7.16 ,TB
2042669,"[1,6)",>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 5.34 ,TB
2042670,"[6,7)",>=7,"[6,7)",>=7,"[6,7)","[1,6)", 6.67 ,TB
2042671,>=7,>=7,>=7,>=7,>=7,>=7, 8.17 ,G
2042672,"[6,7)",>=7,"[1,6)",>=7,"[1,6)","[1,6)", 6.53 ,TB
2042673,>=7,>=7,"[1,6)",>=7,>=7,"[1,6)", 7.13 ,TB
2042674,"[6,7)",>=7,"[1,6)",>=7,>=7,"[6,7)", 7.12 ,TB
2042675,"[6,7)",>=7,>=7,>=7,"[1,6)","[1,6)", 6.33 ,TB
2042676,>=7,>=7,>=7,>=7,>=7,"[6,7)", 7.67 ,K
2042677,"[1,6)",>=7,>=7,>=7,>=7,"[1,6)", 7.40 ,TB
2042678,>=7,>=7,"[6,7)","[1,6)",>=7,>=7, 7.03 ,TB
2042679,>=7,>=7,>=7,>=7,>=7,>=7, 8.04 ,G
2042680,"[6,7)",>=7,>=7,"[6,7)",>=7,"[6,7)", 7.23 ,K
2042681,>=7,>=7,"[1,6)",>=7,>=7,"[6,7)", 7.73 ,TB
2042682,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)","[1,6)", 5.88 ,TB
2042683,"[6,7)",>=7,"[1,6)",>=7,>=7,"[6,7)", 6.98 ,TB
2042684,>=7,>=7,"[1,6)",>=7,>=7,"[6,7)", 7.98 ,TB
2042685,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 7.25 ,TB
2042686,>=7,>=7,"[1,6)","[6,7)",>=7,"[6,7)", 6.86 ,TB
2042687,>=7,>=7,"[6,7)",>=7,>=7,>=7, 7.48 ,K
2042688,>=7,>=7,"[1,6)",>=7,>=7,"[1,6)", 7.21 ,TB
2042689,"[6,7)",>=7,"[1,6)",>=7,"[6,7)","[1,6)", 6.27 ,TB
2042690,>=7,>=7,>=7,>=7,>=7,>=7, 8.73 ,G
2042691,>=7,>=7,"[1,6)",>=7,>=7,>=7, 7.98 ,TB
2042692,"[6,7)",>=7,>=7,>=7,>=7,"[6,7)", 7.20 ,K
2042693,>=7,>=7,>=7,>=7,>=7,"[6,7)", 7.77 ,K
2042694,>=7,>=7,"[1,6)","[6,7)","[6,7)","[6,7)", 6.48 ,TB
2042695,"[6,7)",>=7,"[6,7)","[6,7)",>=7,"[1,6)", 6.51 ,TB
2042696,"[6,7)",>=7,>=7,>=7,"[6,7)","[6,7)", 7.52 ,K
2042697,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 6.73 ,TB
2042698,>=7,>=7,>=7,>=7,>=7,"[1,6)", 7.92 ,TB
2042699,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)","[6,7)", 6.25 ,TB
2042700,"[6,7)",>=7,>=7,>=7,"[6,7)",>=7, 7.32 ,K
2042701,>=7,>=7,"[1,6)","[6,7)",>=7,>=7, 7.64 ,TB
2042702,>=7,>=7,>=7,>=7,>=7,"[6,7)", 8.09 ,K
2042703,>=7,>=7,>=7,"[1,6)",>=7,"[1,6)", 7.06 ,TB
2042704,"[6,7)",>=7,"[6,7)","[6,7)","[6,7)","[6,7)", 6.49 ,TB
2042705,"[1,6)",>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 5.53 ,TB
2042706,"[6,7)",>=7,"[1,6)","[6,7)",>=7,"[1,6)", 6.97 ,TB
2042707,>=7,>=7,"[6,7)",>=7,>=7,"[1,6)", 7.53 ,TB
2042708,"[6,7)","[6,7)","[1,6)","[6,7)","[1,6)","[1,6)", 5.63 ,TB
2042709,>=7,>=7,"[1,6)",>=7,>=7,"[6,7)", 6.95 ,TB
2042710,"[6,7)",>=7,"[6,7)","[1,6)",>=7,>=7, 7.37 ,TB
2042711,>=7,>=7,>=7,>=7,>=7,"[1,6)", 7.75 ,TB
2042712,"[6,7)",>=7,>=7,>=7,"[1,6)","[6,7)", 7.24 ,TB
2042713,"[6,7)",>=7,"[1,6)","[6,7)",>=7,>=7, 7.78 ,TB
2042714,>=7,>=7,>=7,>=7,"[6,7)","[6,7)", 7.34 ,K
2042715,>=7,>=7,>=7,"[6,7)",>=7,"[6,7)", 7.39 ,K
2042716,>=7,>=7,>=7,"[6,7)",>=7,"[1,6)", 7.03 ,TB
2042717,>=7,>=7,"[6,7)",>=7,>=7,>=7, 7.88 ,K
2042718,"[1,6)",>=7,"[1,6)",>=7,>=7,>=7, 7.40 ,TB
2042719,"[1,6)",>=7,>=7,>=7,"[6,7)","[6,7)", 6.73 ,TB
2042720,"[6,7)",>=7,"[6,7)",>=7,>=7,"[1,6)", 7.27 ,TB
2042721,>=7,>=7,>=7,>=7,>=7,"[6,7)", 8.47 ,K
2042722,>=7,>=7,"[1,6)",>=7,"[6,7)","[1,6)", 6.93 ,TB
2042723,"[1,6)",>=7,"[1,6)","[6,7)",>=7,"[1,6)", 6.20 ,TB
2042724,"[6,7)",>=7,"[1,6)",>=7,"[6,7)","[1,6)", 5.89 ,TB
2042725,"[1,6)",>=7,"[1,6)",>=7,"[6,7)","[1,6)", 6.18 ,TB
2042726,"[1,6)",>=7,>=7,>=7,"[6,7)",>=7, 7.22 ,TB
2042727,"[6,7)",>=7,"[6,7)",>=7,>=7,"[6,7)", 6.98 ,TB
2042728,"[6,7)",>=7,"[1,6)","[6,7)","[6,7)","[6,7)", 6.29 ,TB
2042729,"[6,7)","[6,7)","[1,6)","[6,7)","[1,6)","[1,6)", 5.89 ,TB
2042730,"[6,7)",>=7,"[6,7)",>=7,>=7,>=7, 7.56 ,K
2042731,"[6,7)",>=7,"[1,6)","[6,7)",>=7,>=7, 7.38 ,TB
2042732,>=7,>=7,>=7,>=7,"[1,6)","[6,7)", 7.13 ,TB
2042733,>=7,>=7,"[6,7)",>=7,>=7,"[1,6)", 7.17 ,TB
2042734,"[6,7)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.99 ,TB
2042735,>=7,>=7,"[6,7)",>=7,"[1,6)","[1,6)", 6.49 ,TB
2042736,"[6,7)",>=7,>=7,>=7,"[6,7)","[1,6)", 6.80 ,TB
2042737,"[1,6)","[6,7)","[1,6)","[1,6)",>=7,"[1,6)", 5.59 ,TB
2042738,>=7,>=7,>=7,>=7,>=7,"[6,7)", 8.12 ,K
2042739,"[1,6)",>=7,"[6,7)",>=7,"[1,6)","[1,6)", 6.33 ,TB
2042740,>=7,>=7,"[6,7)","[6,7)",>=7,"[1,6)", 6.90 ,TB
2042741,"[6,7)",>=7,"[6,7)",>=7,>=7,"[1,6)", 6.54 ,TB
2042742,"[6,7)",>=7,"[1,6)",>=7,"[1,6)","[6,7)", 6.63 ,TB
2042743,"[1,6)",>=7,>=7,>=7,"[1,6)","[1,6)", 6.79 ,TB
2042744,>=7,>=7,"[6,7)",>=7,>=7,"[1,6)", 7.18 ,TB
2042745,>=7,>=7,"[6,7)","[6,7)",>=7,>=7, 8.16 ,K
2042746,"[6,7)",>=7,"[1,6)",>=7,>=7,"[1,6)", 7.00 ,TB
2042747,"[1,6)",>=7,>=7,>=7,>=7,"[6,7)", 7.70 ,TB
2042748,>=7,>=7,"[1,6)",>=7,>=7,"[1,6)", 7.13 ,TB
2042749,"[1,6)",>=7,"[1,6)","[6,7)","[6,7)","[6,7)", 5.80 ,TB
2042750,"[1,6)",>=7,"[6,7)",>=7,>=7,"[1,6)", 7.63 ,TB
2042751,>=7,>=7,>=7,>=7,>=7,>=7, 8.35 ,G
2042752,"[6,7)",>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 6.20 ,TB
2042753,"[6,7)",>=7,>=7,>=7,>=7,"[1,6)", 7.53 ,TB
2042754,>=7,>=7,"[1,6)",>=7,>=7,"[1,6)", 6.48 ,TB
2042755,"[6,7)",>=7,>=7,>=7,"[6,7)",>=7, 7.63 ,K
2042756,"[1,6)",>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 4.81 ,0
2042757,"[6,7)",>=7,"[6,7)",>=7,>=7,>=7, 7.43 ,K
2042758,>=7,>=7,>=7,>=7,>=7,"[1,6)", 7.73 ,TB
2042759,"[6,7)",>=7,"[1,6)",>=7,>=7,"[6,7)", 7.30 ,TB
2042760,"[6,7)","[6,7)",>=7,"[1,6)","[6,7)","[1,6)", 6.23 ,TB
2042761,"[1,6)","[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 5.35 ,TB
2042762,>=7,>=7,"[6,7)",>=7,>=7,"[1,6)", 7.03 ,TB
2042763,>=7,>=7,>=7,>=7,>=7,>=7, 8.66 ,G
2042764,"[6,7)",>=7,>=7,>=7,>=7,"[6,7)", 7.62 ,TB
2042765,>=7,>=7,>=7,>=7,>=7,>=7, 8.28 ,G
2042766,"[6,7)",>=7,>=7,>=7,"[6,7)","[1,6)", 7.40 ,TB
2042767,"[6,7)",>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 6.18 ,TB
2042768,>=7,>=7,"[6,7)",>=7,"[6,7)","[1,6)", 7.10 ,TB
2042769,"[6,7)",>=7,>=7,>=7,"[6,7)","[1,6)", 6.68 ,TB
2042770,>=7,>=7,"[6,7)",>=7,>=7,"[6,7)", 7.88 ,K
2042771,"[6,7)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.47 ,TB
2042772,>=7,>=7,>=7,"[1,6)","[1,6)","[1,6)", 5.79 ,TB
2042773,"[6,7)",>=7,"[1,6)",>=7,"[6,7)","[1,6)", 5.80 ,TB
2042774,"[6,7)",>=7,"[6,7)",>=7,>=7,"[1,6)", 7.44 ,TB
2042775,"[6,7)",>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 5.78 ,TB
2042776,"[6,7)",>=7,"[6,7)",>=7,>=7,>=7, 7.26 ,TB
2042777,>=7,>=7,"[6,7)",>=7,"[6,7)","[1,6)", 6.80 ,TB
2042778,"[6,7)",>=7,"[1,6)",>=7,>=7,"[6,7)", 6.93 ,TB
2042779,"[6,7)",>=7,"[1,6)",>=7,>=7,"[6,7)", 7.13 ,TB
2042780,>=7,>=7,"[6,7)","[6,7)",>=7,"[1,6)", 6.78 ,TB
2042781,"[6,7)",>=7,"[6,7)","[6,7)",>=7,>=7, 7.76 ,K
2042782,>=7,>=7,>=7,>=7,>=7,>=7, 8.54 ,G
2042783,>=7,>=7,>=7,>=7,"[1,6)","[1,6)", 7.11 ,TB
2042784,>=7,>=7,"[1,6)",>=7,>=7,>=7, 7.90 ,TB
2042785,>=7,>=7,>=7,>=7,"[6,7)","[1,6)", 7.67 ,TB
2042786,>=7,>=7,>=7,>=7,>=7,>=7, 8.58 ,G
2042787,"[6,7)",>=7,"[1,6)","[1,6)",>=7,"[6,7)", 6.38 ,TB
2042788,>=7,>=7,"[1,6)","[1,6)",>=7,"[6,7)", 6.63 ,TB
2042789,>=7,>=7,"[6,7)",>=7,"[1,6)","[1,6)", 6.72 ,TB
2042790,>=7,>=7,>=7,>=7,"[1,6)","[1,6)", 6.60 ,TB
2042791,>=7,>=7,>=7,>=7,"[1,6)","[1,6)", 7.49 ,TB
2042792,>=7,>=7,"[6,7)","[1,6)",>=7,>=7, 7.33 ,TB
2042793,>=7,>=7,>=7,>=7,"[6,7)","[1,6)", 7.25 ,TB
2042794,"[6,7)",>=7,"[6,7)",>=7,"[1,6)","[1,6)", 6.49 ,TB
2042795,>=7,>=7,"[1,6)",>=7,>=7,"[6,7)", 7.50 ,TB
2042796,>=7,>=7,>=7,>=7,"[1,6)","[1,6)", 6.79 ,TB
2042797,"[6,7)",>=7,"[1,6)",>=7,>=7,"[6,7)", 6.32 ,TB
2042798,>=7,>=7,"[1,6)","[1,6)",>=7,"[6,7)", 6.44 ,TB
2042799,>=7,>=7,>=7,>=7,"[6,7)",>=7, 7.93 ,K
2042800,>=7,>=7,>=7,>=7,>=7,"[1,6)", 7.65 ,TB
2042801,"[6,7)",>=7,"[1,6)",>=7,>=7,"[6,7)", 6.42 ,TB
2042802,>=7,>=7,"[1,6)",>=7,>=7,>=7, 7.43 ,TB
2042803,"[6,7)",>=7,>=7,>=7,>=7,>=7, 7.85 ,K
2042804,>=7,>=7,"[6,7)",>=7,>=7,"[1,6)", 7.31 ,TB
